measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Brunei Darussalam,Male,25-29 years,Anxiety disorders,Percent,2014,0.026487545,0.037019645,0.016558557
Prevalence,Brunei Darussalam,Female,25-29 years,Anxiety disorders,Percent,2014,0.045691742,0.061256812,0.029662004
Prevalence,Brunei Darussalam,Both,25-29 years,Anxiety disorders,Percent,2014,0.035449942,0.047685236,0.022522905
Prevalence,Brunei Darussalam,Male,30-34 years,Anxiety disorders,Number,2014,491.2398774,692.9771773,328.3369141
Prevalence,Brunei Darussalam,Female,30-34 years,Anxiety disorders,Number,2014,776.4419327,1061.423552,541.4969099
Prevalence,Brunei Darussalam,Both,30-34 years,Anxiety disorders,Number,2014,1267.68181,1752.853152,869.9526021
Prevalence,Brunei Darussalam,Male,30-34 years,Anxiety disorders,Percent,2014,0.023920852,0.033832594,0.015946793
Prevalence,Brunei Darussalam,Female,30-34 years,Anxiety disorders,Percent,2014,0.043027354,0.058768942,0.030005456
Prevalence,Brunei Darussalam,Both,30-34 years,Anxiety disorders,Percent,2014,0.03285714,0.045475052,0.022538433
Prevalence,Brunei Darussalam,Male,35-39 years,Anxiety disorders,Number,2014,410.8673808,555.7705627,305.176244
Prevalence,Brunei Darussalam,Female,35-39 years,Anxiety disorders,Number,2014,691.2090126,910.3788687,523.7570152
Prevalence,Brunei Darussalam,Both,35-39 years,Anxiety disorders,Number,2014,1102.076393,1453.709587,821.0042666
Prevalence,Brunei Darussalam,Male,35-39 years,Anxiety disorders,Percent,2014,0.022236372,0.030000095,0.016544648
Prevalence,Brunei Darussalam,Female,35-39 years,Anxiety disorders,Percent,2014,0.040677318,0.053569119,0.030844633
Prevalence,Brunei Darussalam,Both,35-39 years,Anxiety disorders,Percent,2014,0.03107087,0.041052182,0.023178951
Prevalence,Brunei Darussalam,Male,40-44 years,Anxiety disorders,Number,2014,349.1206646,470.4645051,266.9649527
Prevalence,Brunei Darussalam,Female,40-44 years,Anxiety disorders,Number,2014,620.3087618,812.8864635,488.3004355
Prevalence,Brunei Darussalam,Both,40-44 years,Anxiety disorders,Number,2014,969.4294264,1282.564457,759.022535
Prevalence,Brunei Darussalam,Male,40-44 years,Anxiety disorders,Percent,2014,0.021038979,0.02834334,0.016109489
Prevalence,Brunei Darussalam,Female,40-44 years,Anxiety disorders,Percent,2014,0.038788704,0.050739325,0.03052392
Prevalence,Brunei Darussalam,Both,40-44 years,Anxiety disorders,Percent,2014,0.0297499,0.039316062,0.023238213
Prevalence,Brunei Darussalam,Male,45-49 years,Anxiety disorders,Number,2014,285.1540879,387.4106455,218.8920698
Prevalence,Brunei Darussalam,Female,45-49 years,Anxiety disorders,Number,2014,500.2387032,653.7413459,401.5661048
Prevalence,Brunei Darussalam,Both,45-49 years,Anxiety disorders,Number,2014,785.3927911,1039.879368,620.6782284
Prevalence,Brunei Darussalam,Male,45-49 years,Anxiety disorders,Percent,2014,0.020515784,0.027853705,0.015745442
Prevalence,Brunei Darussalam,Female,45-49 years,Anxiety disorders,Percent,2014,0.03826617,0.049988924,0.030736154
Prevalence,Brunei Darussalam,Both,45-49 years,Anxiety disorders,Percent,2014,0.029119027,0.038516218,0.023062192
Prevalence,Brunei Darussalam,Male,50-54 years,Anxiety disorders,Number,2014,231.1053241,315.6469615,161.0234712
Prevalence,Brunei Darussalam,Female,50-54 years,Anxiety disorders,Number,2014,399.3590671,529.8989994,292.3521918
Prevalence,Brunei Darussalam,Both,50-54 years,Anxiety disorders,Number,2014,630.4643912,844.9124747,455.3687201
Prevalence,Brunei Darussalam,Male,50-54 years,Anxiety disorders,Percent,2014,0.020298006,0.027714706,0.014148669
Prevalence,Brunei Darussalam,Female,50-54 years,Anxiety disorders,Percent,2014,0.038340641,0.050887989,0.028035767
Prevalence,Brunei Darussalam,Both,50-54 years,Anxiety disorders,Percent,2014,0.028918168,0.038764784,0.020858816
Prevalence,Brunei Darussalam,Male,55-59 years,Anxiety disorders,Number,2014,168.235341,234.0020532,120.556894
Prevalence,Brunei Darussalam,Female,55-59 years,Anxiety disorders,Number,2014,310.5881734,413.3346144,229.0286787
Prevalence,Brunei Darussalam,Both,55-59 years,Anxiety disorders,Number,2014,478.8235145,647.3366675,351.1352238
Prevalence,Brunei Darussalam,Male,55-59 years,Anxiety disorders,Percent,2014,0.020216149,0.028107639,0.014486401
Prevalence,Brunei Darussalam,Female,55-59 years,Anxiety disorders,Percent,2014,0.03826693,0.050893528,0.028231463
Prevalence,Brunei Darussalam,Both,55-59 years,Anxiety disorders,Percent,2014,0.029128722,0.03935951,0.021346532
Prevalence,Brunei Darussalam,Male,All ages,Anxiety disorders,Number,2014,5534.99756,7099.403833,3899.754074
Prevalence,Brunei Darussalam,Female,All ages,Anxiety disorders,Number,2014,8013.657336,9795.490864,6066.41405
Prevalence,Brunei Darussalam,Both,All ages,Anxiety disorders,Number,2014,13548.6549,16780.24889,9966.927315
Prevalence,Brunei Darussalam,Male,All ages,Anxiety disorders,Percent,2014,0.027507429,0.035018406,0.019514387
Prevalence,Brunei Darussalam,Female,All ages,Anxiety disorders,Percent,2014,0.042195263,0.051486957,0.032092124
Prevalence,Brunei Darussalam,Both,All ages,Anxiety disorders,Percent,2014,0.034639339,0.043002631,0.025630543
Prevalence,Brunei Darussalam,Male,5-14 years,Anxiety disorders,Number,2014,1391.980834,2610.845332,672.2445511
Prevalence,Brunei Darussalam,Female,5-14 years,Anxiety disorders,Number,2014,1478.748412,2592.306672,754.7468134
Prevalence,Brunei Darussalam,Both,5-14 years,Anxiety disorders,Number,2014,2870.729246,5242.331519,1426.205293
Prevalence,Brunei Darussalam,Male,5-14 years,Anxiety disorders,Percent,2014,0.04821991,0.089364532,0.023193476
Prevalence,Brunei Darussalam,Female,5-14 years,Anxiety disorders,Percent,2014,0.052412884,0.094059252,0.026812842
Prevalence,Brunei Darussalam,Both,5-14 years,Anxiety disorders,Percent,2014,0.0502908,0.090984995,0.025042078
Prevalence,Brunei Darussalam,Male,60+ years,Anxiety disorders,Number,2014,264.2022072,375.8794693,204.6019216
Prevalence,Brunei Darussalam,Female,60+ years,Anxiety disorders,Number,2014,516.2095894,699.0874589,409.0810363
Prevalence,Brunei Darussalam,Both,60+ years,Anxiety disorders,Number,2014,780.4117966,1074.610591,613.6932209
Prevalence,Brunei Darussalam,Male,60+ years,Anxiety disorders,Percent,2014,0.019689938,0.028017797,0.015250758
Prevalence,Brunei Darussalam,Female,60+ years,Anxiety disorders,Percent,2014,0.035942286,0.048670371,0.028487183
Prevalence,Brunei Darussalam,Both,60+ years,Anxiety disorders,Percent,2014,0.02809226,0.038681173,0.02209381
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Number,2014,4.318737204,8.193332833,1.473969231
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Number,2014,4.843488772,9.498552784,1.706663576
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Number,2014,9.162225976,17.42318702,3.154288601
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Percent,2014,5.03E-06,9.31E-06,1.69E-06
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Percent,2014,5.84E-06,1.13E-05,2.01E-06
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Percent,2014,5.43E-06,1.05E-05,1.89E-06
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Number,2014,38508.86383,45877.39906,29819.91484
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Number,2014,67685.13422,81038.50953,53896.54679
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Number,2014,106193.9981,127164.3123,83205.60332
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Percent,2014,0.024895194,0.029593983,0.019667896
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Percent,2014,0.044411179,0.053267845,0.035856816
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Percent,2014,0.03457995,0.041394445,0.027395002
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Number,2014,40989.35631,48538.84092,34332.93411
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Number,2014,63765.61137,74997.40851,54386.18398
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Number,2014,104754.9677,123818.3606,88789.51317
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Percent,2014,0.022916149,0.027095742,0.019273294
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Percent,2014,0.039026806,0.045897783,0.033393815
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Percent,2014,0.030606574,0.036073854,0.026070713
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Number,2014,37035.14728,43534.08311,31543.78608
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Number,2014,57943.96457,67651.86792,50042.72869
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Number,2014,94979.11185,111090.5009,82122.60326
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Percent,2014,0.022236045,0.026121002,0.01894022
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Percent,2014,0.037298315,0.043462555,0.032305607
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Percent,2014,0.029504778,0.034472374,0.02555139
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Number,2014,43843.21664,51339.13535,37680.19741
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Number,2014,69936.21486,80058.51246,60541.06348
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Number,2014,113779.4315,130824.6968,97966.55308
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Percent,2014,0.021545359,0.025349131,0.018571776
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Percent,2014,0.035832007,0.041049774,0.031031263
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Percent,2014,0.028539479,0.032735405,0.024565497
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Number,2014,41011.67652,47324.45616,35726.96887
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Number,2014,65477.89955,73662.81717,58159.45991
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Number,2014,106489.5761,120669.7847,94103.99205
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Percent,2014,0.020741174,0.023839508,0.018003938
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Percent,2014,0.03428286,0.03858008,0.030432079
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Percent,2014,0.027394486,0.031126414,0.024257395
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Number,2014,45492.42101,53665.64714,38645.37087
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Number,2014,73005.05278,84306.95625,62943.00594
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Number,2014,118497.4738,137902.7899,102932.1245
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Percent,2014,0.020019788,0.023592663,0.01703336
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Percent,2014,0.03303858,0.038148386,0.028476861
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Percent,2014,0.026438108,0.030865887,0.022975306
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Number,2014,42881.26909,50876.63147,37007.76054
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Number,2014,71304.96779,81816.94087,62676.55587
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Number,2014,114186.2369,132829.4801,100134.4093
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Percent,2014,0.019597855,0.023228602,0.016917241
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Percent,2014,0.032925041,0.037740862,0.028933382
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Percent,2014,0.026227157,0.030460476,0.022995695
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Number,2014,42277.32129,50229.77797,36869.76063
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Number,2014,72178.92137,83008.08971,63819.53465
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Number,2014,114456.2427,133573.7893,100512.035
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Percent,2014,0.019371839,0.023053497,0.016865319
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Percent,2014,0.033453737,0.038422057,0.029577802
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Percent,2014,0.026372496,0.030802409,0.023127067
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Number,2014,36429.20948,43056.10129,31602.45853
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Number,2014,65924.68609,75103.00516,58217.75301
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Number,2014,102353.8956,118135.5992,89901.77449
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Percent,2014,0.019344998,0.022863053,0.016778488
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Percent,2014,0.034557394,0.039354919,0.030533011
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Percent,2014,0.027000462,0.031159408,0.023730585
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Number,2014,471595.9256,527705.7365,426922.4744
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Number,2014,854483.4889,926601.12,790187.8117
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Number,2014,1326079.415,1449721.674,1224342.983
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Percent,2014,0.019291269,0.021609958,0.017553197
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Percent,2014,0.034226156,0.037140847,0.031689935
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2014,0.026837251,0.029371144,0.024738021
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Number,2014,24749.38338,32132.17993,18777.97177
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Number,2014,57916.05512,73958.99208,44335.10827
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Number,2014,82665.4385,106513.3961,63172.10739
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Percent,2014,0.011898268,0.015809033,0.009021702
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Percent,2014,0.028213368,0.03670975,0.021701105
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Percent,2014,0.020001682,0.026327194,0.015392025
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Number,2014,78373.74202,91867.20449,67705.169
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Number,2014,189340.1377,214307.1396,168199.5166
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Number,2014,267713.8797,306489.8789,235988.7426
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Percent,2014,0.019759704,0.023163385,0.017067928
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Percent,2014,0.037353971,0.042282421,0.033182705
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Percent,2014,0.029630261,0.033919095,0.026117677
Prevalence,Republic of Korea,Male,<5 years,Anxiety disorders,Number,2014,3812.664796,9047.92199,1354.817458
Prevalence,Republic of Korea,Female,<5 years,Anxiety disorders,Number,2014,4789.904153,11289.86354,1789.12989
Prevalence,Republic of Korea,Both,<5 years,Anxiety disorders,Number,2014,8602.568949,20337.78553,3152.310079
Prevalence,Republic of Korea,Male,<5 years,Anxiety disorders,Percent,2014,0.00445119,0.010575077,0.001602498
Prevalence,Republic of Korea,Female,<5 years,Anxiety disorders,Percent,2014,0.005779293,0.013446343,0.002203889
Prevalence,Republic of Korea,Both,<5 years,Anxiety disorders,Percent,2014,0.005104025,0.012033459,0.001891487
Prevalence,Republic of Korea,Male,15-19 years,Anxiety disorders,Number,2014,78907.88702,117732.2165,52081.63748
Prevalence,Republic of Korea,Female,15-19 years,Anxiety disorders,Number,2014,115566.7705,167973.4386,79754.18869
Prevalence,Republic of Korea,Both,15-19 years,Anxiety disorders,Number,2014,194474.6575,285653.5368,130754.2157
Prevalence,Republic of Korea,Male,15-19 years,Anxiety disorders,Percent,2014,0.051009276,0.075918529,0.033806815
Prevalence,Republic of Korea,Female,15-19 years,Anxiety disorders,Percent,2014,0.075828179,0.110466488,0.051893109
Prevalence,Republic of Korea,Both,15-19 years,Anxiety disorders,Percent,2014,0.063325531,0.092961534,0.042542671
Prevalence,Republic of Korea,Male,20-24 years,Anxiety disorders,Number,2014,66579.66924,91798.1204,43347.03839
Prevalence,Republic of Korea,Female,20-24 years,Anxiety disorders,Number,2014,111162.0179,154728.693,72932.91133
Prevalence,Republic of Korea,Both,20-24 years,Anxiety disorders,Number,2014,177741.6871,246526.8134,119240.056
Prevalence,Republic of Korea,Male,20-24 years,Anxiety disorders,Percent,2014,0.037238586,0.051609481,0.02406982
Prevalence,Republic of Korea,Female,20-24 years,Anxiety disorders,Percent,2014,0.068040077,0.094616414,0.044560499
